time	u_dot	v_dot	w_dot	p_dot	q_dot	r_dot	u	v	w	p	q	r	x	y	z	phi	theta	psi	X	Y	Z	K	M	N	pose_valid	pose_age	twist_valid	twist_age	wrench_valid	wrench_age
1764880622.872538805	-0.064244	-0.014281	-0.047209	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.115709	0	0.115893	1	0.007857
1764880622.881220818	-0.064414	-0.014545	-0.046574	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.107027	0	0.107211	1	0.000825
1764880622.896299362	-0.064553	-0.014802	-0.045945	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.091948	0	0.092133	1	0.015903
1764880622.902023554	-0.064661	-0.015051	-0.045321	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.086224	0	0.086408	1	0.021627
1764880622.911048651	-0.064736	-0.015294	-0.044704	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.077199	0	0.077383	1	0.019528
1764880622.915961027	-0.064780	-0.015530	-0.044092	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.072287	0	0.072471	1	0.014616
1764880622.927625179	-0.064792	-0.015759	-0.043485	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.060622	0	0.060807	1	0.002952
1764880622.943174362	-0.064773	-0.015981	-0.042885	nan	nan	nan	0.036755	0.016947	-0.008748	0.026447	-0.016183	-0.028202	1.560117	0.319552	-2.075943	-0.019163	-0.066669	-1.343597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.045073	1	0.045258	1	0.012598
1764880622.948124409	-0.064722	-0.016197	-0.042290	0.000000	0.000000	0.000000	0.036755	0.016947	-0.008748	0.026447	-0.016183	-0.028202	1.560117	0.319552	-2.075943	-0.019163	-0.066669	-1.343597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.040123	1	0.040308	1	0.017548
1764880622.956892490	-0.064639	-0.016405	-0.041702	0.000000	0.000000	0.000000	0.036755	0.016947	-0.008748	0.026447	-0.016183	-0.028202	1.560117	0.319552	-2.075943	-0.019163	-0.066669	-1.343597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.031355	1	0.031539	1	0.024582
1764880622.977497101	-0.064524	-0.016607	-0.041119	0.000000	0.000000	0.000000	0.036755	0.016947	-0.008748	0.026447	-0.016183	-0.028202	1.560117	0.319552	-2.075943	-0.019163	-0.066669	-1.343597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.010751	1	0.010935	1	0.003977
1764880622.977522373	-0.064378	-0.016801	-0.040541	0.000000	0.000000	0.000000	0.036755	0.016947	-0.008748	0.026447	-0.016183	-0.028202	1.560117	0.319552	-2.075943	-0.019163	-0.066669	-1.343597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.010725	1	0.010910	1	0.003952
1764880622.987440348	-0.064200	-0.016989	-0.039970	0.566415	0.115658	-0.092803	0.036755	0.016947	-0.008748	0.026447	-0.016183	-0.028202	1.560117	0.319552	-2.075943	-0.019163	-0.066669	-1.343597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000807	1	0.000992	1	0.005966
1764880622.997598648	-0.063991	-0.017170	-0.039404	0.525253	-0.181374	-0.092498	0.036768	0.015148	-0.008391	0.037818	-0.013861	-0.030065	1.560327	0.319222	-2.076000	-0.018655	-0.066790	-1.343911	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000743	1	0.000796	1	0.016124
1764880623.012817621	-0.063749	-0.017344	-0.038844	0.933851	-0.827838	-0.355208	0.034617	0.014527	-0.007723	0.039776	-0.020786	-0.030550	1.560543	0.318922	-2.076054	-0.018201	-0.067083	-1.344229	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.004272	1	0.004091	1	0.018772
1764880623.019918919	-0.063476	-0.017510	-0.038290	0.974843	-0.596330	-0.384249	0.032225	0.013025	-0.012525	0.058662	-0.032338	-0.037994	1.560900	0.318369	-2.076364	-0.016590	-0.067976	-1.345124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.008898	1	0.008909	1	0.011671
1764880623.032190800	-0.062365	-0.017199	-0.037204	-0.550977	0.408239	0.259081	0.032225	0.013025	-0.012525	0.058662	-0.032338	-0.037994	1.560900	0.318369	-2.076364	-0.016590	-0.067976	-1.345124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.003374	1	0.003362	1	0.000601
1764880623.036780119	-0.062764	-0.017163	-0.035811	-0.853384	0.658015	0.312819	0.033519	0.014945	-0.012324	0.049372	-0.025455	-0.033625	1.561146	0.318055	-2.076465	-0.016163	-0.068170	-1.345418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002035	1	0.002344	1	0.005191
1764880623.046483278	-0.063038	-0.017965	-0.035430	-0.847583	0.594607	0.580865	0.033908	0.014994	-0.010036	0.046465	-0.022934	-0.033523	1.561367	0.317752	-2.076521	-0.015708	-0.068377	-1.345747	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002141	1	0.002309	1	0.014894
1764880623.073168039	-0.062651	-0.018583	-0.035064	-1.046280	0.715946	0.787808	0.036246	0.016987	-0.006908	0.018530	-0.003819	-0.012489	1.561864	0.317113	-2.076622	-0.015317	-0.068436	-1.345982	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.004470	1	0.004449	1	0.008962
1764880623.073182583	-0.061110	-0.018797	-0.034635	3.898866	-2.074774	-3.381391	0.036246	0.016987	-0.006908	0.018530	-0.003819	-0.012489	1.561864	0.317113	-2.076622	-0.015317	-0.068436	-1.345982	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.004485	1	0.004464	1	0.008947
1764880623.076486588	-0.060682	-0.019475	-0.035156	1.254319	-0.429583	-0.663459	0.036286	0.015264	-0.009368	0.031469	-0.010704	-0.023710	1.562075	0.316784	-2.076717	-0.014852	-0.068616	-1.346327	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002161	1	0.002260	1	0.005643
1764880623.096947670	-0.060494	-0.019158	-0.034702	0.708171	-0.139525	-0.190822	0.035291	0.013762	-0.010716	0.048339	-0.014028	-0.028256	1.562479	0.316141	-2.076901	-0.013702	-0.068934	-1.346925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.001807	1	0.002013	1	0.014818
1764880623.100309134	-0.059780	-0.019662	-0.034245	0.000000	0.000000	0.000000	0.035291	0.013762	-0.010716	0.048339	-0.014028	-0.028256	1.562479	0.316141	-2.076901	-0.013702	-0.068934	-1.346925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.001554	1	0.001348	1	0.018179
1764880623.107842684	-0.059419	-0.020881	-0.034191	0.149470	-0.232259	0.054759	0.035291	0.013762	-0.010716	0.048339	-0.014028	-0.028256	1.562479	0.316141	-2.076901	-0.013702	-0.068934	-1.346925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.009088	1	0.008882	1	0.024331
1764880623.116619825	-0.057995	-0.020453	-0.033575	0.122399	-0.190193	0.044841	0.033760	0.013756	-0.011372	0.050777	-0.017816	-0.027363	1.562892	0.315555	-2.077101	-0.012597	-0.069375	-1.347452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002209	1	0.002426	1	0.015554
1764880623.127760887	-0.057459	-0.020580	-0.033035	1.612324	-1.077868	-0.323135	0.033760	0.013756	-0.011372	0.050777	-0.017816	-0.027363	1.562892	0.315555	-2.077101	-0.012597	-0.069375	-1.347452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.008932	1	0.008715	1	0.004413
1764880623.135411024	-0.057039	-0.020282	-0.032341	0.708803	-0.324139	-0.103183	0.029399	0.007397	-0.016155	0.081075	-0.038070	-0.033435	1.563023	0.315047	-2.077481	-0.010335	-0.070540	-1.348224	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.003762	1	0.003766	1	0.003237
1764880623.150675535	-0.056919	-0.020051	-0.032476	-0.682115	0.622490	0.179935	0.031885	0.010379	-0.013626	0.067019	-0.025243	-0.029727	1.563429	0.314433	-2.077654	-0.009259	-0.070789	-1.348734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.007677	1	0.007827	1	0.018502
1764880623.156016827	-0.057458	-0.020911	-0.032776	-0.989026	0.677783	0.218563	0.031885	0.010379	-0.013626	0.067019	-0.025243	-0.029727	1.563429	0.314433	-2.077654	-0.009259	-0.070789	-1.348734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002335	1	0.002486	1	0.023843
1764880623.177072287	-0.057945	-0.021096	-0.032609	-1.239344	0.849327	0.273880	0.029798	0.010992	-0.010485	0.040912	-0.007352	-0.023958	1.563790	0.313905	-2.077763	-0.008856	-0.070587	-1.349109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.001798	1	0.002043	1	0.016043
1764880623.177082062	-0.057798	-0.021058	-0.032914	-0.128465	-0.321350	-0.109772	0.029798	0.010992	-0.010485	0.040912	-0.007352	-0.023958	1.563790	0.313905	-2.077763	-0.008856	-0.070587	-1.349109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.001788	1	0.002033	1	0.016033
1764880623.189280033	-0.057489	-0.020955	-0.033323	-0.079949	-0.199989	-0.068316	0.031330	0.013538	-0.012368	0.039344	-0.011275	-0.025298	1.564245	0.313322	-2.078001	-0.008072	-0.070892	-1.349634	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.009309	1	0.009548	1	0.003835
1764880623.196697950	-0.056892	-0.021328	-0.033938	0.228432	-0.063241	0.012319	0.031330	0.013538	-0.012368	0.039344	-0.011275	-0.025298	1.564245	0.313322	-2.078001	-0.008072	-0.070892	-1.349634	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.001891	1	0.002130	1	0.003583
1764880623.221004248	-0.056524	-0.021745	-0.033508	0.298073	-0.082522	0.016075	0.032565	0.012551	-0.012234	0.046591	-0.013281	-0.024907	1.564636	0.312713	-2.078190	-0.007055	-0.071125	-1.350140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002031	1	0.001886	1	0.027889
1764880623.221010208	-0.056265	-0.022419	-0.033306	0.000000	0.000000	0.000000	0.032565	0.012551	-0.012234	0.046591	-0.013281	-0.024907	1.564636	0.312713	-2.078190	-0.007055	-0.071125	-1.350140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002037	1	0.001892	1	0.027895
1764880623.227672100	-0.055328	-0.022770	-0.032957	4.314970	-2.621196	-0.234589	0.032565	0.012551	-0.012234	0.046591	-0.013281	-0.024907	1.564636	0.312713	-2.078190	-0.007055	-0.071125	-1.350140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.008699	1	0.008554	1	0.022338
1764880623.238461971	-0.054976	-0.022552	-0.032185	-3.615226	2.180086	-3.776125	0.023166	-0.002706	-0.022498	0.121894	-0.059026	-0.029001	1.564354	0.312325	-2.078815	-0.003108	-0.073201	-1.350785	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000026	1	0.000791	1	0.011548
1764880623.247021914	-0.054504	-0.023352	-0.031916	-5.138030	3.060815	-1.336754	0.015622	0.031090	-0.001628	-0.023363	0.028903	-0.097975	1.565040	0.312406	-2.078608	-0.004762	-0.071972	-1.352560	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002093	1	0.002238	1	0.002988
1764880623.261790037	-0.054764	-0.024461	-0.032111	1.079639	-0.702509	1.606418	0.025307	0.023632	-0.006360	0.002034	0.012377	-0.060185	1.565509	0.311778	-2.078780	-0.004181	-0.072057	-1.353009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.007335	1	0.007404	1	0.011780
1764880623.270545959	-0.054895	-0.025225	-0.032054	-2.340672	2.024556	5.781019	0.025307	0.023632	-0.006360	0.002034	0.012377	-0.060185	1.565509	0.311778	-2.078780	-0.004181	-0.072057	-1.353009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.001421	1	0.001352	1	0.020536
1764880623.276994228	-0.054828	-0.025856	-0.032019	-2.192845	1.896694	5.415916	0.054794	0.021889	-0.004181	-0.033554	0.043159	0.027711	1.565896	0.310982	-2.078740	-0.004972	-0.071296	-1.351828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002408	1	0.002488	1	0.023037
1764880623.286775112	-0.054670	-0.025576	-0.031746	3.532506	-2.467487	-3.097735	0.054794	0.021889	-0.004181	-0.033554	0.043159	0.027711	1.565896	0.310982	-2.078740	-0.004972	-0.071296	-1.351828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.007373	1	0.007293	1	0.013257
1764880623.298611641	-0.054098	-0.025305	-0.030970	2.750937	-1.796921	-2.097553	0.029015	0.014567	-0.014370	0.042810	-0.010182	-0.039254	1.566051	0.310918	-2.079207	-0.002531	-0.072526	-1.353873	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000011	1	0.000079	1	0.001420
1764880623.314275265	-0.053641	-0.025852	-0.030445	-0.039522	0.217738	0.514905	0.032661	0.014102	-0.012288	0.042097	-0.006257	-0.029972	1.566468	0.310267	-2.079356	-0.001689	-0.072573	-1.354280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.004252	1	0.004261	1	0.010573
1764880623.316638231	-0.053173	-0.026230	-0.030171	-0.080975	-0.072338	-0.025301	0.032661	0.014102	-0.012288	0.042097	-0.006257	-0.029972	1.566468	0.310267	-2.079356	-0.001689	-0.072573	-1.354280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.001889	1	0.001898	1	0.008210
1764880623.328522444	-0.053283	-0.027102	-0.030229	0.260450	-0.478279	-0.151766	0.031203	0.011968	-0.012573	0.040944	-0.007288	-0.030333	1.566633	0.309983	-2.079465	-0.001260	-0.072658	-1.354594	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000004	1	0.000178	1	0.003674
1764880623.339472055	-0.053805	-0.026714	-0.029430	0.426027	-0.247992	0.193266	0.027902	0.010004	-0.014929	0.048044	-0.017178	-0.033438	1.566769	0.309746	-2.079622	-0.000675	-0.072933	-1.354965	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000755	1	0.000245	1	0.002901
1764880623.348222733	-0.054298	-0.027152	-0.029958	0.073564	0.284939	0.393539	0.030036	0.011528	-0.016182	0.049337	-0.012173	-0.026525	1.566975	0.309437	-2.079778	-0.000135	-0.073007	-1.355169	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000949	1	0.001055	1	0.003140
1764880623.357036591	-0.054617	-0.027029	-0.029566	-0.310194	0.299197	0.221103	0.030036	0.011528	-0.016182	0.049337	-0.012173	-0.026525	1.566975	0.309437	-2.079778	-0.000135	-0.073007	-1.355169	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.007865	1	0.007758	1	0.000041
1764880623.367887974	-0.055047	-0.026711	-0.029464	-3.526236	2.851225	3.962574	0.032925	0.012563	-0.015394	0.043236	-0.006289	-0.022177	1.567386	0.308795	-2.080010	0.000612	-0.073015	-1.355516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000617	1	0.000825	1	0.002590
1764880623.376674414	-0.055744	-0.026968	-0.029834	-0.269146	0.035765	-0.133747	0.059888	0.016493	-0.007406	-0.019911	0.043819	0.051291	1.567772	0.307989	-2.079941	-0.000313	-0.072072	-1.354260	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.001864	1	0.002047	1	0.011376
1764880623.391803026	-0.055172	-0.026309	-0.028621	2.729069	-2.370164	-3.689396	0.031817	0.012165	-0.014223	0.036800	-0.005434	-0.025376	1.567947	0.307921	-2.080353	0.001696	-0.073159	-1.356297	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.006606	1	0.006790	1	0.021991
1764880623.397454739	-0.055105	-0.026729	-0.028611	-0.062827	-0.048958	0.213221	0.031817	0.012165	-0.014223	0.036800	-0.005434	-0.025376	1.567947	0.307921	-2.080353	0.001696	-0.073159	-1.356297	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000954	1	0.001138	1	0.016339
1764880623.413330317	-0.055202	-0.026398	-0.028322	-0.026210	-0.031946	0.047085	0.029838	0.011347	-0.013584	0.035447	-0.006488	-0.020786	1.568134	0.307626	-2.080477	0.002099	-0.073244	-1.356482	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.003558	1	0.003514	1	0.000464
1764880623.428320408	-0.055017	-0.025702	-0.028080	0.032998	0.004123	-0.190446	0.031873	0.012023	-0.015571	0.035991	-0.006420	-0.023923	1.568500	0.307046	-2.080752	0.002806	-0.073360	-1.356981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000047	1	0.000038	1	0.008956
1764880623.429800987	-0.055720	-0.026235	-0.028509	0.260939	0.021799	-0.117961	0.031873	0.012023	-0.015571	0.035991	-0.006420	-0.023923	1.568500	0.307046	-2.080752	0.002806	-0.073360	-1.356981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.001528	1	0.001519	1	0.007476
1764880623.436084270	-0.055762	-0.025936	-0.028914	-4.022607	3.218644	5.084341	0.031575	0.011083	-0.014798	0.038017	-0.006251	-0.024839	1.568675	0.306740	-2.080874	0.003244	-0.073423	-1.357251	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002460	1	0.002551	1	0.001192
1764880623.445522070	-0.056269	-0.026476	-0.029425	-1.253244	1.043472	1.362380	0.060343	0.017081	-0.007796	-0.027249	0.044181	0.056009	1.569087	0.305924	-2.080816	0.002224	-0.072486	-1.355884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.003033	1	0.003119	1	0.008245
1764880623.464885712	-0.056973	-0.026735	-0.029876	1.672348	-1.401135	-2.405822	0.045936	0.013771	-0.009513	0.001922	0.023803	0.014400	1.569256	0.305634	-2.080905	0.002552	-0.072451	-1.356154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.006464	1	0.006452	1	0.012191
1764880623.470714569	-0.056960	-0.026467	-0.030088	1.259508	-1.449989	-1.846471	0.038699	0.012601	-0.012418	0.014882	0.008883	-0.004600	1.569619	0.305048	-2.081164	0.003143	-0.072570	-1.356628	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.007651	1	0.007654	1	0.006362
1764880623.475175619	-0.056236	-0.025527	-0.030189	-0.189077	-0.183600	-0.266579	0.038699	0.012601	-0.012418	0.014882	0.008883	-0.004600	1.569619	0.305048	-2.081164	0.003143	-0.072570	-1.356628	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.003190	1	0.003193	1	0.001901
1764880623.487605572	-0.055852	-0.025237	-0.029832	0.296369	-0.204128	-0.628281	0.034734	0.014198	-0.015048	0.011688	0.005781	-0.009103	1.569846	0.304765	-2.081320	0.003240	-0.072543	-1.356766	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000998	1	0.001034	1	0.001732
1764880623.496024847	-0.055833	-0.025585	-0.029834	0.343575	-0.070452	-0.382860	0.032774	0.012146	-0.016167	0.021061	0.004627	-0.017699	1.570012	0.304474	-2.081470	0.003563	-0.072507	-1.357029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002528	1	0.002586	1	0.006688
1764880623.511789322	-0.056532	-0.025392	-0.029437	-0.046412	-0.023954	-0.028907	0.032192	0.011820	-0.014868	0.019997	0.004078	-0.018362	1.570373	0.303893	-2.081692	0.003965	-0.072436	-1.357407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.006587	1	0.006591	1	0.004907
1764880623.518946171	-0.056502	-0.025834	-0.029533	0.083875	-0.138514	-0.136280	0.032192	0.011820	-0.014868	0.019997	0.004078	-0.018362	1.570373	0.303893	-2.081692	0.003965	-0.072436	-1.357407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000570	1	0.000566	1	0.002249
1764880623.528633356	-0.055973	-0.025225	-0.028827	0.003950	0.074856	-0.023006	0.032699	0.011398	-0.014536	0.021410	0.001744	-0.020657	1.570556	0.303578	-2.081811	0.004214	-0.072441	-1.357641	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.000005	1	0.000008	1	0.011937
1764880623.548621178	-0.055657	-0.025117	-0.028711	-0.381494	0.043783	0.105923	0.033026	0.012159	-0.014455	0.020114	0.006299	-0.019044	1.570758	0.303266	-2.081931	0.004417	-0.072330	-1.357818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.009843	1	0.009804	1	0.000647
1764880623.551668406	-0.054889	-0.025789	-0.029337	-0.942372	-0.446013	0.104038	0.031251	0.012635	-0.015643	0.012622	0.002753	-0.018217	1.571145	0.302724	-2.082223	0.004545	-0.072344	-1.358166	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.007111	1	0.007444	1	0.002400
1764880623.556571484	-0.054594	-0.025733	-0.029536	0.000000	0.000000	0.000000	0.031251	0.012635	-0.015643	0.012622	0.002753	-0.018217	1.571145	0.302724	-2.082223	0.004545	-0.072344	-1.358166	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002208	1	0.002541	1	0.007303
1764880623.566481113	-0.054232	-0.025534	-0.029371	-0.052015	0.021010	-0.157684	0.031251	0.012635	-0.015643	0.012622	0.002753	-0.018217	1.571145	0.302724	-2.082223	0.004545	-0.072344	-1.358166	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.007702	1	0.007368	1	0.003035
1764880623.583519936	-0.053224	-0.024474	-0.028885	-0.073167	0.029553	-0.221806	0.031126	0.012425	-0.014895	0.011220	0.003319	-0.022467	1.571519	0.302152	-2.082459	0.004780	-0.072264	-1.358701	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.004733	1	0.004718	1	0.001042
1764880623.585639000	-0.053487	-0.024540	-0.029148	0.492587	-0.078116	0.093101	0.031126	0.012425	-0.014895	0.011220	0.003319	-0.022467	1.571519	0.302152	-2.082459	0.004780	-0.072264	-1.358701	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.006852	1	0.006837	1	0.001077
1764880623.595731497	-0.053914	-0.024928	-0.029971	0.298829	-0.047389	0.056480	0.031601	0.010713	-0.015390	0.017236	0.002365	-0.021330	1.571839	0.301537	-2.082731	0.005279	-0.072234	-1.359109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.003415	1	0.003669	1	0.011169
1764880623.605768442	-0.053856	-0.025251	-0.030055	-0.416970	0.106202	0.051369	0.031601	0.010713	-0.015390	0.017236	0.002365	-0.021330	1.571839	0.301537	-2.082731	0.005279	-0.072234	-1.359109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.006622	1	0.006368	1	0.021206
1764880623.615236998	-0.053666	-0.025112	-0.029781	-0.493885	0.090273	0.043974	0.030627	0.011001	-0.015464	0.009102	0.004437	-0.020328	1.572190	0.300985	-2.082997	0.005326	-0.072102	-1.359496	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.004004	1	0.004021	1	0.030675
1764880623.634251595	-0.053962	-0.024912	-0.029685	-0.288037	0.024256	0.012161	0.031195	0.011863	-0.015061	0.003168	0.004937	-0.020077	1.572577	0.300400	-2.083241	0.005299	-0.071991	-1.359892	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.004752	1	0.004988	1	0.016587
1764880623.635839224	-0.054339	-0.023649	-0.029149	0.002251	-0.024452	0.017109	0.031195	0.011863	-0.015061	0.003168	0.004937	-0.020077	1.572577	0.300400	-2.083241	0.005299	-0.071991	-1.359892	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.003165	1	0.003401	1	0.015000
1764880623.660765409	-0.055471	-0.024172	-0.029129	0.002393	-0.025993	0.018187	0.030874	0.010933	-0.016071	0.003228	0.004288	-0.019624	1.572906	0.299824	-2.083536	0.005392	-0.071916	-1.360274	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.001780	1	0.001743	1	0.004098
1764880623.660781622	-0.055203	-0.023965	-0.029115	0.000000	0.000000	0.000000	0.030874	0.010933	-0.016071	0.003228	0.004288	-0.019624	1.572906	0.299824	-2.083536	0.005392	-0.071916	-1.360274	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.001796	1	0.001759	1	0.004082
1764880623.665312290	-0.055147	-0.022496	-0.029723	-0.191866	0.244488	0.183088	0.030874	0.010933	-0.016071	0.003228	0.004288	-0.019624	1.572906	0.299824	-2.083536	0.005392	-0.071916	-1.360274	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.006326	1	0.006290	1	0.000449
1764880623.675940990	-0.054325	-0.023685	-0.028472	-0.333667	0.281907	0.052840	0.031462	0.011372	-0.015973	0.000319	0.007994	-0.016848	1.573274	0.299230	-2.083804	0.005361	-0.071682	-1.360554	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002730	1	0.003111	1	0.003768
1764880623.693764448	-0.054580	-0.022506	-0.028484	-0.266286	0.152645	-0.026133	0.032114	0.011450	-0.014744	-0.006266	0.012309	-0.018120	1.573624	0.298639	-2.084052	0.005223	-0.071417	-1.360915	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.005009	1	0.004800	1	0.003115
1764880623.695420265	-0.055851	-0.018760	-0.028977	0.114864	-0.110202	0.062698	0.031091	0.010749	-0.015310	-0.004868	0.010968	-0.017357	1.573624	0.298639	-2.084052	0.005223	-0.071417	-1.360915	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.003353	1	0.003555	1	0.001459
1764880623.705934525	-0.056556	-0.021315	-0.028919	-0.314723	-0.067479	-0.042770	0.031091	0.010749	-0.015310	-0.004868	0.010968	-0.017357	1.573624	0.298639	-2.084052	0.005223	-0.071417	-1.360915	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.007161	1	0.006959	1	0.000747
1764880623.715672016	-0.056282	-0.021577	-0.026942	-0.323596	-0.069381	-0.043975	0.030469	0.012191	-0.015837	-0.011241	0.009601	-0.018223	1.574017	0.298096	-2.084332	0.004901	-0.071252	-1.361293	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.002937	1	0.003141	1	0.001195
1764880623.725630999	-0.057813	-0.019567	-0.028135	0.125928	-0.028394	-0.020766	0.030469	0.012191	-0.015837	-0.011241	0.009601	-0.018223	1.574017	0.298096	-2.084332	0.004901	-0.071252	-1.361293	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.007022	1	0.006818	1	0.002865
1764880623.743621588	-0.061547	-0.021135	-0.028399	0.178767	-0.040308	-0.029479	0.030545	0.010640	-0.016007	-0.007722	0.008808	-0.018804	1.574330	0.297511	-2.084612	0.004844	-0.071089	-1.361683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1	0.004928	1	0.004724	1	0.009254
