time	u_dot	v_dot	w_dot	p_dot	q_dot	r_dot	u	v	w	p	q	r	x	y	z	phi	theta	psi	X	Y	Z	K	M	N
1764780737.592231035	-0.039380	0.313891	-0.091768	2.068316	2.501011	-2.444754	0.193273	0.013630	-0.007320	-0.240896	0.030547	-0.188774	-0.879938	0.848540	-1.633779	-0.040014	-0.043145	-2.734972	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.593918562	-0.140977	0.307424	-0.008753	3.707835	4.483519	-4.382669	0.194770	0.005142	-0.015300	-0.200519	0.079371	-0.236499	-0.883570	0.847068	-1.634070	-0.042955	-0.040833	-2.740727	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.603120565	-0.136514	0.233106	-0.000449	-1.308109	-1.062794	-0.488149	0.194770	0.005142	-0.015300	-0.200519	0.079371	-0.236499	-0.883570	0.847068	-1.634070	-0.042955	-0.040833	-2.740727	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.612861872	-0.192888	0.289852	-0.075773	-2.185358	-0.382442	-0.494851	0.190327	0.018188	-0.012166	-0.225299	0.059238	-0.245746	-0.885185	0.846044	-1.634098	-0.045385	-0.040551	-2.743329	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.625245810	-0.249470	0.353270	-0.020142	-4.176924	-3.486483	1.730970	0.190516	0.026669	-0.009888	-0.248871	0.070909	-0.247448	-0.886805	0.844987	-1.634113	-0.047998	-0.039845	-2.745850	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.633561134	-0.180017	0.285415	0.048877	0.761923	1.105043	-1.598591	0.181351	0.049232	0.002963	-0.311758	-0.012930	-0.209916	-0.888135	0.843630	-1.633917	-0.051752	-0.040919	-2.747559	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.644959927	-0.272210	0.250405	-0.013615	1.711241	2.186201	-1.400567	0.188343	0.026701	-0.013588	-0.233850	0.092694	-0.278963	-0.889923	0.842859	-1.634138	-0.053156	-0.039137	-2.751110	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.665136814	-0.254112	0.310813	0.058341	-1.181953	-1.811599	1.228870	0.181349	0.041174	-0.008921	-0.257725	0.056101	-0.254140	-0.894357	0.839576	-1.634224	-0.060787	-0.038246	-2.758513	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.665159225	-0.217069	0.321345	0.032857	0.000000	0.000000	0.000000	0.181349	0.041174	-0.008921	-0.257725	0.056101	-0.254140	-0.894357	0.839576	-1.634224	-0.060787	-0.038246	-2.758513	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.673257589	-0.345847	0.242058	-0.062734	-1.076155	-0.475274	-0.063825	0.181349	0.041174	-0.008921	-0.257725	0.056101	-0.254140	-0.894357	0.839576	-1.634224	-0.060787	-0.038246	-2.758513	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.684534073	-0.263397	0.165228	0.042824	-1.638537	0.176047	0.209973	0.177648	0.047426	-0.006469	-0.278575	0.046893	-0.255377	-0.895763	0.838439	-1.634231	-0.063663	-0.038031	-2.761083	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.693230867	-0.204731	0.066717	-0.137043	-2.971660	-2.771651	2.464332	0.176832	0.052126	-0.004664	-0.290452	0.059617	-0.249946	-0.897205	0.837246	-1.634228	-0.066627	-0.037462	-2.763600	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.705137730	-0.200839	0.285740	0.139944	2.525286	1.065266	-0.669906	0.169631	0.069211	0.007495	-0.339802	-0.010213	-0.204603	-0.898375	0.835850	-1.634031	-0.070424	-0.038361	-2.765121	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.712657690	-0.294520	0.232634	0.037972	5.291379	3.697454	-2.660623	0.173595	0.045155	-0.011447	-0.241393	0.080312	-0.262961	-0.899954	0.835024	-1.634278	-0.071718	-0.036897	-2.768422	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.725574017	-0.171392	0.067780	0.054192	-2.064092	-1.574827	1.651977	0.170847	0.047472	-0.008831	-0.231666	0.065349	-0.258976	-0.901344	0.833950	-1.634314	-0.073845	-0.036580	-2.771007	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.733227015	-0.241898	-0.065607	-0.057453	-1.458519	-0.543727	1.116242	0.166282	0.059804	-0.003999	-0.283850	0.047919	-0.228981	-0.902604	0.832680	-1.634300	-0.077167	-0.036424	-2.773037	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.752670527	-0.085294	0.344681	0.125934	0.651104	0.138657	0.012901	0.163069	0.059423	0.000718	-0.271187	0.050616	-0.228730	-0.905277	0.830390	-1.634240	-0.082314	-0.035679	-2.777865	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.752676487	-0.235798	0.240475	-0.007168	2.137818	0.826322	1.044374	0.163069	0.059423	0.000718	-0.271187	0.050616	-0.228730	-0.905277	0.830390	-1.634240	-0.082314	-0.035679	-2.777865	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.763055801	-0.250099	0.196551	-0.097476	-1.229446	-1.094546	0.920085	0.158275	0.058167	0.000541	-0.248985	0.059197	-0.217884	-0.906639	0.829201	-1.634227	-0.084735	-0.035124	-2.780208	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.781983614	-0.128034	0.011268	0.055729	-2.827734	-1.974375	0.782714	0.161368	0.073847	0.005013	-0.307218	0.018538	-0.201765	-0.908913	0.826546	-1.634084	-0.091432	-0.035840	-2.783623	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.783649445	-0.114185	0.261474	0.013743	0.965221	1.770441	-1.737820	0.161368	0.073847	0.005013	-0.307218	0.018538	-0.201765	-0.908913	0.826546	-1.634084	-0.091432	-0.035840	-2.783623	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.792912245	-0.240334	0.475623	-0.154684	1.368527	1.039249	-0.804027	0.159668	0.072848	0.000744	-0.296670	0.037886	-0.220757	-0.910139	0.825331	-1.634128	-0.094193	-0.035494	-2.786054	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.805598974	-0.216550	0.140595	0.047375	1.000068	0.833279	0.225274	0.159146	0.072499	0.002066	-0.277180	0.041349	-0.219413	-0.911370	0.824107	-1.634106	-0.096682	-0.035256	-2.788260	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.812986135	-0.157473	-0.052715	-0.140234	4.154426	4.231012	-2.153477	0.158916	0.071769	0.000913	-0.276594	0.054613	-0.216234	-0.912619	0.822891	-1.634121	-0.099371	-0.034788	-2.790453	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.823317528	-0.078543	0.405147	0.143367	1.677388	1.117406	-0.583849	0.160124	0.054233	-0.010043	-0.203569	0.116316	-0.257569	-0.914037	0.822001	-1.634312	-0.100582	-0.033300	-2.793639	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.843838692	-0.166461	0.122363	-0.203353	-1.035887	-1.325837	1.135613	0.160068	0.063409	-0.003421	-0.224843	0.089088	-0.234248	-0.917566	0.818150	-1.634301	-0.108750	-0.032565	-2.799585	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.843853951	-0.106088	0.393847	0.100464	-4.386277	-3.193604	2.868419	0.160068	0.063409	-0.003421	-0.224843	0.089088	-0.234248	-0.917566	0.818150	-1.634301	-0.108750	-0.032565	-2.799585	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.852014542	-0.173841	0.041629	-0.079903	-0.091709	-1.520827	1.830989	0.156065	0.074413	0.000168	-0.260704	0.062978	-0.210796	-0.917566	0.818150	-1.634301	-0.108750	-0.032565	-2.799585	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.865202427	-0.097728	0.286119	0.027394	1.589173	-0.297968	0.732959	0.148447	0.070859	0.002397	-0.226801	0.056621	-0.195159	-0.918773	0.816935	-1.634280	-0.110800	-0.032233	-2.801604	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.873348713	-0.195270	0.109943	-0.133343	-3.959386	-2.167797	1.562400	0.148447	0.070859	0.002397	-0.226801	0.056621	-0.195159	-0.918773	0.816935	-1.634280	-0.110800	-0.032233	-2.801604	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.881947041	-0.176596	0.429470	0.148508	-2.492122	-1.762646	1.466715	0.149990	0.089481	0.007264	-0.293099	0.020322	-0.168997	-0.920825	0.813986	-1.634184	-0.117637	-0.032852	-2.804304	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.893016100	-0.218264	-0.037068	0.006616	0.833013	0.078664	0.129383	0.138120	0.086822	0.004564	-0.275814	0.021954	-0.166312	-0.921901	0.812566	-1.634229	-0.120610	-0.032805	-2.806247	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.902696848	-0.134158	0.155278	-0.131381	0.282084	0.596198	-0.572111	0.138120	0.086822	0.004564	-0.275814	0.021954	-0.166312	-0.921901	0.812566	-1.634229	-0.120610	-0.032805	-2.806247	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.923035860	-0.001061	0.289552	0.010676	0.416182	0.879619	-0.844082	0.151364	0.089328	0.003702	-0.267346	0.039852	-0.183487	-0.924178	0.810014	-1.634281	-0.125185	-0.032212	-2.809990	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.923043966	-0.162844	0.381485	-0.019056	3.798662	2.533139	-1.553732	0.151364	0.089328	0.003702	-0.267346	0.039852	-0.183487	-0.924178	0.810014	-1.634281	-0.125185	-0.032212	-2.809990	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.933107615	-0.092710	0.011881	-0.023765	0.791139	0.829256	-0.130553	0.151320	0.082977	-0.001677	-0.229087	0.065365	-0.199136	-0.926548	0.807615	-1.634513	-0.128845	-0.030958	-2.814465	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.945724249	-0.156406	0.294492	-0.007778	-1.033891	-0.341241	0.645692	0.150003	0.092904	-0.000360	-0.249403	0.058660	-0.186448	-0.927627	0.806174	-1.634590	-0.131478	-0.030670	-2.816251	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.952757597	-0.089333	0.288853	-0.078102	0.775542	-1.039541	0.674819	0.150003	0.092904	-0.000360	-0.249403	0.058660	-0.186448	-0.927627	0.806174	-1.634590	-0.131478	-0.030670	-2.816251	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.963092327	-0.177626	0.395954	0.049039	0.386150	-0.782710	1.080892	0.145171	0.094026	0.002081	-0.235933	0.040605	-0.174728	-0.929684	0.803476	-1.634663	-0.135828	-0.030657	-2.819545	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.973042727	-0.131592	-0.025642	-0.084530	0.478309	-1.326735	0.810882	0.144916	0.098091	0.003938	-0.241570	0.042782	-0.164522	-0.930745	0.802037	-1.634700	-0.138274	-0.030420	-2.821150	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.983221769	-0.176946	0.225311	0.029373	-0.882928	-2.437710	0.932120	0.137157	0.099538	0.002500	-0.226305	0.013899	-0.158405	-0.931678	0.800652	-1.634791	-0.140378	-0.030787	-2.822666	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780737.997086048	-0.117521	0.100596	0.056613	-1.717827	-1.399314	0.767018	0.136349	0.111577	0.009121	-0.262798	-0.015828	-0.142111	-0.933453	0.797466	-1.634742	-0.146233	-0.032036	-2.825005	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.004465580	-0.151819	0.345139	0.023801	1.087033	0.443129	0.287554	0.136349	0.111577	0.009121	-0.262798	-0.015828	-0.142111	-0.933453	0.797466	-1.634742	-0.146233	-0.032036	-2.825005	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.021632433	-0.136295	0.128701	0.033701	1.417405	0.577805	0.374948	0.133618	0.107384	0.008819	-0.236115	-0.004951	-0.135052	-0.934396	0.796047	-1.634767	-0.148330	-0.032168	-2.826308	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.023290634	-0.110326	0.238513	0.022818	2.256048	1.086259	-0.859257	0.133618	0.107384	0.008819	-0.236115	-0.004951	-0.135052	-0.934396	0.796047	-1.634767	-0.148330	-0.032168	-2.826308	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.032604694	0.055232	0.130209	0.023735	1.422296	0.775967	-0.775752	0.136414	0.108103	0.006457	-0.211361	0.006968	-0.144480	-0.936370	0.793135	-1.634917	-0.151948	-0.032255	-2.829397	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.042355061	-0.131984	0.436980	-0.068201	-0.091193	0.316365	-0.022621	0.138748	0.112100	0.004471	-0.209000	0.009842	-0.149842	-0.937355	0.791617	-1.635022	-0.153948	-0.032364	-2.830939	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.061375618	0.086434	0.003242	-0.033792	-0.261964	0.327254	0.247535	0.136152	0.111796	0.005092	-0.213985	0.016070	-0.145131	-0.938326	0.790094	-1.635096	-0.156174	-0.032361	-2.832416	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.061384439	-0.215667	0.286496	0.019399	1.932161	-1.090144	0.035404	0.136152	0.111796	0.005092	-0.213985	0.016070	-0.145131	-0.938326	0.790094	-1.635096	-0.156174	-0.032361	-2.832416	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.072535753	-0.032960	0.116194	0.050716	1.212581	-0.242884	0.403216	0.136833	0.113389	0.006071	-0.192422	0.003904	-0.144736	-0.940206	0.787146	-1.635222	-0.159416	-0.032962	-2.835173	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.084687948	-0.138544	0.318991	-0.011762	1.331611	-1.444132	0.636138	0.136469	0.113667	0.006369	-0.185728	0.010410	-0.135735	-0.941188	0.785614	-1.635294	-0.161208	-0.032999	-2.836484	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.093464851	-0.096137	-0.180965	-0.076934	1.451111	-1.104407	-0.100408	0.129145	0.113679	0.006094	-0.164553	-0.026321	-0.131422	-0.942024	0.784148	-1.635380	-0.162622	-0.033837	-2.837653	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.104977369	-0.120977	0.467810	0.053076	0.884800	1.083670	0.278207	0.133554	0.115076	0.004205	-0.156286	-0.011998	-0.137772	-0.942998	0.782638	-1.635499	-0.164051	-0.034048	-2.839076	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.116610050	-0.127061	0.092468	0.055881	0.710023	0.625552	0.743574	0.127660	0.110023	0.003740	-0.144074	-0.001239	-0.124983	-0.943946	0.781135	-1.635607	-0.165468	-0.034148	-2.840319	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.122176647	-0.145085	0.266552	-0.052643	0.404026	-0.734111	-0.566998	0.127660	0.110023	0.003740	-0.144074	-0.001239	-0.124983	-0.943946	0.781135	-1.635607	-0.165468	-0.034148	-2.840319	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.133153915	0.026175	0.112314	0.064881	0.540759	-1.108198	-0.437760	0.132467	0.118965	0.004902	-0.137390	-0.013384	-0.134363	-0.945725	0.778055	-1.635804	-0.167857	-0.035078	-2.842930	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.144508600	-0.162744	0.387445	-0.050012	0.282957	-0.661374	-0.020765	0.132175	0.123413	0.005360	-0.131997	-0.025987	-0.134759	-0.947469	0.774916	-1.636019	-0.170248	-0.036268	-2.845412	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
1764780738.152209997	-0.017131	0.143085	-0.059496	1.707633	1.004112	0.696118	0.132175	0.123413	0.005360	-0.131997	-0.025987	-0.134759	-0.947469	0.774916	-1.636019	-0.170248	-0.036268	-2.845412	0.000000	16.663592	0.000000	0.000000	0.000000	0.000000
