time	u_dot	v_dot	w_dot	p_dot	q_dot	r_dot	u	v	w	p	q	r	x	y	z	phi	theta	psi	X	Y	Z	K	M	N	pose_valid	pose_age	twist_valid	twist_age	wrench_valid	wrench_age
1764789228.876903057	-0.044927	0.051470	0.006003	0.636552	-0.265487	0.155952	-0.066603	0.000629	0.015244	0.055704	-0.049606	0.259161	0.431060	-0.252919	-1.177328	0.019310	-0.088435	-2.203854	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009312	1	0.009541	1	0.000457
1764789228.887427092	-0.044779	0.050957	0.006686	-1.090072	0.171828	0.003667	-0.066603	0.000629	0.015244	0.055704	-0.049606	0.259161	0.431060	-0.252919	-1.177328	0.019310	-0.088435	-2.203854	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001212	1	0.000983	1	0.010067
1764789228.896908760	-0.044687	0.050468	0.006765	-1.106596	0.174433	0.003722	-0.066584	0.004688	0.015537	0.033896	-0.046168	0.259234	0.432005	-0.251918	-1.177125	0.019089	-0.089397	-2.198619	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009528	1	0.009893	1	0.019548
1764789228.907134056	-0.043031	0.050105	0.005109	0.932938	-0.697008	0.294270	-0.066584	0.004688	0.015537	0.033896	-0.046168	0.259234	0.432005	-0.251918	-1.177125	0.019089	-0.089397	-2.198619	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000697	1	0.000333	1	0.029774
1764789228.917351246	-0.043816	0.046012	0.004735	0.072345	-0.607060	-0.243274	-0.069071	0.003457	0.014760	0.052968	-0.060417	0.265250	0.432443	-0.251348	-1.177050	0.019562	-0.090189	-2.195935	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001034	1	0.000815	1	0.039991
1764789228.927204132	-0.043153	0.045434	0.005511	-0.162973	0.396860	-0.256930	-0.065740	0.002062	0.014432	0.035348	-0.058352	0.254351	0.432853	-0.250787	-1.176958	0.019515	-0.090857	-2.193270	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000099	1	0.000309	1	0.049844
1764789228.937427759	-0.042413	0.043682	0.005191	0.714700	0.294032	0.285921	-0.066642	0.001069	0.016034	0.049696	-0.052449	0.260091	0.433618	-0.249712	-1.176738	0.020277	-0.091850	-2.188173	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009031	1	0.009205	1	0.040304
1764789228.947279215	-0.041870	0.044575	0.005146	-0.100280	0.111358	0.234147	-0.066642	0.001069	0.016034	0.049696	-0.052449	0.260091	0.433618	-0.249712	-1.176738	0.020277	-0.091850	-2.188173	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000821	1	0.000646	1	0.030452
1764789228.957611322	-0.041049	0.044818	0.003393	-0.099518	0.110512	0.232368	-0.066513	0.003612	0.013978	0.047672	-0.050201	0.264817	0.434493	-0.248684	-1.176620	0.020693	-0.092919	-2.182781	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.008795	1	0.009231	1	0.020120
1764789228.967617273	-0.042631	0.040924	0.003200	-0.904824	0.824286	-0.805487	-0.066513	0.003612	0.013978	0.047672	-0.050201	0.264817	0.434493	-0.248684	-1.176620	0.020693	-0.092919	-2.182781	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.001211	1	0.000775	1	0.010114
1764789228.976903200	-0.042563	0.039369	0.002028	-0.733521	0.472440	-0.048482	-0.060894	0.002961	0.013964	0.030216	-0.034299	0.249278	0.434855	-0.248206	-1.176527	0.020597	-0.093167	-2.180287	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.000648	1	0.000652	1	0.000828
1764789228.987009287	-0.042398	0.039318	0.001324	0.160707	-0.335233	0.726083	-0.064684	0.003550	0.018034	0.033447	-0.041040	0.263877	0.435683	-0.247143	-1.176225	0.020800	-0.094192	-2.174948	0.000000	0.000000	0.000000	0.000000	0.000000	0.647867	1	0.009340	1	0.009440	1	0.009278
